,نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,تاریخ
185,سخزر,سيمان‌ خزر,2014,6107831,185216338550,29060,29060,30510,1450,4.99,30320,1260,4.34,29060,30510,1399-11-20
186,غصينو,صنعتي مينو,1981,3057152,230618724935,78480,79900,74556,-3924,-5.0,75436,-3044,-3.88,74556,79900,1399-11-20
187,پترول,گروه پتروشيمي س. ايرانيان,1979,19285906,187706825140,9320,9640,9780,460,4.94,9730,410,4.4,9610,9780,1399-11-20
188,قصفها,قنداصفهان‌,1975,750792,121705989520,166060,170000,161710,-4350,-2.62,162100,-3960,-2.38,158020,170000,1399-11-20
189,والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,1972,9367928,159452356780,16350,17100,17160,810,4.95,17020,670,4.1,16370,17160,1399-11-20
190,چكارن,كارتن‌ ايران‌,1971,25965393,82794637760,3210,3300,3230,20,0.62,3190,-20,-0.62,3060,3320,1399-11-20
191,ثغرب,شركت سرمايه گذاري مسكن شمالغرب,1967,13719713,91939937343,6925,7220,6579,-346,-5.0,6701,-224,-3.23,6579,7220,1399-11-20
192,ولصنم,ليزينگ‌صنعت‌ومعدن‌,1965,9755930,106557151350,10660,11000,10800,140,1.31,10920,260,2.44,10640,11180,1399-11-20
193,پكوير,كوير تاير,1964,9949800,139604275460,14250,14840,13710,-540,-3.79,14030,-220,-1.54,13550,14840,1399-11-20
194,كسرام,پارس‌ سرام‌,1926,14240283,141458246250,10210,10300,9700,-510,-5.0,9930,-280,-2.74,9700,10400,1399-11-20
195,قشير,قند شيروان قوچان و بجنورد,1907,7165132,184355652050,24692,25730,25926,1234,5.0,25730,1038,4.2,24000,25926,1399-11-20
196,دتوليد,داروسازي توليد دارو,1895,4910017,128043733415,27295,27890,25940,-1355,-4.96,26078,-1217,-4.46,25931,27890,1399-11-20
197,زشگزا,شير و گوشت زاگرس شهركرد,1895,9920408,88285772890,9249,9330,8787,-462,-5.0,8899,-350,-3.78,8787,9417,1399-11-20
198,ثباغ,شهر سازي و خانه سازي باغميشه,1879,7109813,110281870198,15925,16010,15160,-765,-4.8,15511,-414,-2.6,15129,16680,1399-11-20
199,تسه9910,امتياز تسهيلات مسكن دي99,1869,53157,32364793732,625361,600000,602011,-23350,-3.73,608853,-16508,-2.64,595009,649500,1399-11-20
200,وسپهح,ح . سرمايه‌گذاري‌ سپه‌,1868,13168410,64616216870,4800,4990,4900,100,2.08,4910,110,2.29,4650,5150,1399-11-20
201,نطرين,عطرين نخ قم,1864,8475988,98465225653,11839,12429,11371,-468,-3.95,11617,-222,-1.88,11248,12429,1399-11-20
202,وسكاب,س.ص.بازنشستگي كاركنان بانكها,1835,24662294,161494876540,6300,6590,6610,310,4.92,6550,250,3.97,6330,6610,1399-11-20
203,كاريس,صندوق س.سپهر كاريزما-س,1829,13029745,142654527019,11224,11780,10900,-324,-2.89,10948,-276,-2.46,10662,11780,1399-11-20
204,خريخت,صنايع‌ريخته‌گري‌ايران‌,1816,33513647,119597897000,3730,3790,3570,-160,-4.29,3570,-160,-4.29,3550,3790,1399-11-20
205,خاذين,سايپاآذين‌,1816,26117350,118053033570,4610,4770,4490,-120,-2.6,4520,-90,-1.95,4380,4770,1399-11-20
206,دزهراوي,داروسازي‌زهراوي‌,1784,6932813,57151959030,8300,8550,8180,-120,-1.45,8240,-60,-0.72,8000,8550,1399-11-20
207,سشمال,سيمان‌ شمال‌,1775,7355218,79969118980,10780,11310,10990,210,1.95,10870,90,0.83,10300,11310,1399-11-20
208,سصفها,سيمان‌اصفهان‌,1751,481134,176870952830,376170,370000,360010,-16160,-4.3,367610,-8560,-2.28,357380,385000,1399-11-20
209,سيمرغ,سيمرغ,1742,6446415,103275940140,16600,17160,15920,-680,-4.1,16020,-580,-3.49,15770,17160,1399-11-20
210,شغدير,پتروشيمي غدير,1740,4790992,278392939966,55749,58536,57770,2021,3.63,58108,2359,4.23,56000,58536,1399-11-20
211,خزر,فنرسازي‌زر,1732,4712989,240173919440,48540,50960,50960,2420,4.99,50960,2420,4.99,50960,50960,1399-11-20
212,وبانك,سرمايه گذاري گروه توسعه ملي,1711,14308462,116177174270,7850,8240,8170,320,4.08,8120,270,3.44,7800,8240,1399-11-20
213,ومهان,گروه توسعه مالي مهر آيندگان,1708,7775317,98694052003,12599,12840,13000,401,3.18,12693,94,0.75,12250,13179,1399-11-20
214,خفنر,فنرسازي‌خاور,1700,13008179,291183918170,21340,22330,22400,1060,4.97,22380,1040,4.87,21710,22400,1399-11-20
215,غپآذر,شير پگاه آذربايجان شرقي,1695,2478524,155923309079,60507,63333,63532,3025,5.0,62910,2403,3.97,59505,63532,1399-11-20
216,بزاگرس,نيروگاه زاگرس كوثر,1687,9430667,62767712619,6925,7221,6600,-325,-4.69,6656,-269,-3.88,6579,7221,1399-11-20
217,ثزاگرس,سرمايه گذاري توسعه عمران زاگرس,1685,1905208,127407553163,63786,66500,66975,3189,5.0,66873,3087,4.84,63900,66975,1399-11-20
218,زپارس,ملي كشت و صنعت و دامپروري پارس,1678,1535728,251704412960,159850,156000,161460,1610,1.01,163900,4050,2.53,156000,167840,1399-11-20
219,خشرق,الكتريك‌ خودرو شرق‌,1670,8452880,130133542170,15990,16500,15200,-790,-4.94,15400,-590,-3.69,15200,16600,1399-11-20
220,دلقما,دارويي‌ لقمان‌,1668,5588888,127125710870,22340,22560,23450,1110,4.97,22750,410,1.84,21230,23450,1399-11-20
221,واحيا,م .صنايع و معادن احياء سپاهان,1662,1310786,184945472929,139818,135730,144009,4191,3.0,141095,1277,0.91,135730,144012,1399-11-20
222,وسينا,بانك سينا,1660,28776607,99741266160,3540,3700,3410,-130,-3.67,3470,-70,-1.98,3370,3700,1399-11-20
223,سصوفي,سيمان‌ صوفيان‌,1659,13438842,207032728060,14730,15460,15460,730,4.96,15410,680,4.62,14750,15460,1399-11-20
224,ولشرق,ليزينگ ايران و شرق,1648,10877853,81681068906,7752,8000,7365,-387,-4.99,7509,-243,-3.13,7365,8000,1399-11-20
225,دروز,داروسازي‌ روزدارو,1645,6008571,166567088260,26520,27840,27840,1320,4.98,27720,1200,4.52,26630,27840,1399-11-20
226,قنقش,قند نقش جهان,1644,2644763,213095628489,77569,80671,80671,3102,4.0,80573,3004,3.87,76203,80671,1399-11-20
227,كي بي سي,شركت كي بي سي,1639,5628519,153646479548,28581,29400,27500,-1081,-3.78,27298,-1283,-4.49,27152,29400,1399-11-20
228,اعتماد,صندوق س.اعتماد آفرين پارسيان-د,1638,39358310,1367917041790,34737,34753,34753,16,0.05,34755,18,0.05,34752,34759,1399-11-20
229,فاما,صنعتي‌ آما,1630,4458686,97483104340,22340,22000,21610,-730,-3.27,21860,-480,-2.15,21500,22400,1399-11-20
230,زاگرس,پتروشيمي زاگرس,1610,887315,167111894961,184497,193721,189500,5003,2.71,188334,3837,2.08,179050,193721,1399-11-20
231,قرن,پديده شيمي قرن,1608,1643608,99960435150,62350,64020,60000,-2350,-3.77,60820,-1530,-2.45,59720,64100,1399-11-20
232,آپ,آسان پرداخت پرشين,1607,5469750,91118478290,16560,16850,16760,200,1.21,16660,100,0.6,16120,17250,1399-11-20
233,كحافظ,كاشي‌ وسراميك‌ حافظ‌,1570,5819543,76742649790,13180,13510,13050,-130,-0.99,13190,10,0.08,12750,13780,1399-11-20
234,سغرب,سيمان‌غرب‌,1569,4160109,118128270480,27270,28500,28630,1360,4.99,28400,1130,4.14,27330,28630,1399-11-20
235,فباهنر,مس‌ شهيدباهنر,1569,1948822,98206904230,50960,51500,50650,-310,-0.61,50390,-570,-1.12,49000,52940,1399-11-20
236,وگردش,بانك گردشگري,1568,14279489,260395566719,18629,18321,19000,371,1.99,18236,-393,-2.11,18071,19000,1399-11-20
237,ثپرديس,سرمايه گذاري مسكن پرديس,1565,7872375,83704133960,10994,11200,10445,-549,-4.99,10633,-361,-3.28,10445,11290,1399-11-20
238,حبندر,دريايي و کشتيراني خط دريابندر,1564,3135452,103927038427,31787,31790,32800,1013,3.19,33146,1359,4.28,31790,33376,1399-11-20
239,رانفور,خدمات‌انفورماتيك‌,1558,3976224,104847412410,26570,27790,26570,0,0.0,26370,-200,-0.75,25270,27790,1399-11-20
240,تپمپي,پمپ‌ سازي‌ ايران‌,1550,4741057,88972572870,19470,20380,18500,-970,-4.98,18770,-700,-3.6,18500,20380,1399-11-20
241,شفن,پتروشيمي فناوران,1548,707294,204634919630,288040,290990,291370,3330,1.16,289320,1280,0.44,282000,297000,1399-11-20
242,واتي,سرمايه‌ گذاري‌ آتيه‌ دماوند,1510,15847865,188581378080,11400,11600,11970,570,5.0,11900,500,4.39,11040,11970,1399-11-20
243,غگلپا,شير پاستوريزه پگاه گلپايگان,1506,1922447,126445578645,68529,69000,65105,-3424,-5.0,65773,-2756,-4.02,65103,69350,1399-11-20
244,فروس,فروسيليس‌ ايران‌,1487,15410219,76592759550,4940,5100,4910,-30,-0.61,4970,30,0.61,4750,5150,1399-11-20
245,ثاباد,توريستي ورفاهي آبادگران ايران,1484,2255858,116324915130,50640,52700,51600,960,1.9,51570,930,1.84,50640,52820,1399-11-20
246,وصنا,گروه‌صنايع‌بهشهرايران‌,1482,14245218,86115990520,6310,6310,6050,-260,-4.12,6050,-260,-4.12,6000,6460,1399-11-20
247,رمپنا,گروه مپنا (سهامي عام),1480,10588340,180010920830,16420,17000,16980,560,3.41,17000,580,3.53,16400,17240,1399-11-20
248,حپارسا,توسعه حمل و نقل ريلي پارسيان,1461,4221812,156182122387,35443,37215,37215,1772,5.0,36994,1551,4.38,35550,37215,1399-11-20
249,غديس,پاكديس,1458,6976826,87680432862,13053,12750,12401,-652,-5.0,12567,-486,-3.72,12401,13170,1399-11-20
250,ولملت,واسپاري ملت,1457,10652441,93294296780,9130,9000,8680,-450,-4.93,8760,-370,-4.05,8680,9350,1399-11-20
251,لسرما,سرما آفرين‌,1453,4974553,123515809480,25610,25320,25000,-610,-2.38,24830,-780,-3.05,24330,25940,1399-11-20
252,وبيمه,سرمايه‌ گذاري‌ صنعت‌ بيمه‌,1444,25705890,72639909790,2730,2860,2860,130,4.76,2830,100,3.66,2700,2860,1399-11-20
253,بميلا,توسعه بازرگاني آهن وفولادميلاد,1431,6059698,122766238767,21082,20872,20640,-442,-2.1,20259,-823,-3.9,20028,21079,1399-11-20
254,كسعدي,كاشي‌ سعدي‌,1420,4393379,80196313970,18970,19390,18030,-940,-4.96,18250,-720,-3.8,18030,19390,1399-11-20
255,هرمز,فولاد هرمزگان جنوب,1416,13769830,172192416678,11936,12532,12532,596,4.99,12505,569,4.77,12200,12532,1399-11-20
256,بورس,بورس اوراق بهادار تهران,1411,2440219,100169564740,41000,43050,40900,-100,-0.24,41050,50,0.12,39500,43050,1399-11-20
257,پلاسك,پلاسكوكار,1393,8778162,70740061860,8200,8250,8000,-200,-2.44,8060,-140,-1.71,7800,8520,1399-11-20
258,دبالك,مواد اوليه دارويي البرز بالك,1387,4270105,83727793581,20432,20800,19411,-1021,-5.0,19608,-824,-4.03,19411,20800,1399-11-20
259,تكمبا,كمباين‌ سازي‌ ايران‌,1386,9168002,78128715280,8780,8950,8350,-430,-4.9,8520,-260,-2.96,8350,9070,1399-11-20
260,فسازان,غلتك سازان سپاهان,1384,2887805,102467750530,35130,36870,34590,-540,-1.54,35480,350,1.0,34100,36880,1399-11-20
261,حتايد,تايدواترخاورميانه,1375,4497257,103998305940,23600,24650,22970,-630,-2.67,23120,-480,-2.03,22500,24650,1399-11-20
262,پاكشو,گروه صنعتي پاكشو,1365,1614745,129288322870,80490,82790,80500,10,0.01,80070,-420,-0.52,78550,82790,1399-11-20
263,خاور,ايران خودرو ديزل,1360,24015745,166082286374,6759,6900,6961,202,2.99,6916,157,2.32,6610,6961,1399-11-20
264,شسپا,نفت سپاهان,1348,4352891,100285561470,22980,24070,22970,-10,-0.04,23040,60,0.26,22250,24070,1399-11-20
265,شتولي,تولي‌پرس‌,1339,2125296,83379311289,38335,39868,39868,1533,4.0,39232,897,2.34,37353,39868,1399-11-20
266,وملل,اعتباري ملل,1336,11596763,178743255059,14843,15120,15585,742,5.0,15413,570,3.84,14843,15585,1399-11-20
267,كسعديح,ح . كاشي‌ سعدي‌,1334,4463554,62559449580,14490,14950,13950,-540,-3.73,14020,-470,-3.24,13460,15210,1399-11-20
268,بهپاك,صنعتي بهپاك,1331,2165656,100476472019,45617,46270,47440,1823,4.0,46395,778,1.71,43510,47700,1399-11-20
269,كهمدا,شيشه‌ همدان‌,1331,6969790,70612761200,9870,10300,10130,260,2.63,10130,260,2.63,9380,10360,1399-11-20
270,ريشمك,توليد و صادرات ريشمك,1326,1489389,84910264321,57444,57300,56880,-564,-0.98,57010,-434,-0.76,55530,58820,1399-11-20
271,سپاها,سيمان‌سپاهان‌,1326,8169987,71326712290,9090,9190,8700,-390,-4.29,8730,-360,-3.96,8640,9210,1399-11-20
272,فرآور,فرآوري‌موادمعدني‌ايران‌,1324,5911846,187965700400,30340,31850,31850,1510,4.98,31790,1450,4.78,30850,31850,1399-11-20
273,ساراب,سيمان‌ داراب‌,1324,7492941,118131356400,16340,17120,15530,-810,-4.96,15770,-570,-3.49,15530,17120,1399-11-20
274,وثخوز,سرمايه گذاري و توسعه خوزستان,1323,2443399,201555224720,78573,82501,82501,3928,5.0,82490,3917,4.99,81000,82501,1399-11-20
275,حآسا,آسيا سير ارس,1323,4412166,187557466705,43823,43850,41632,-2191,-5.0,42509,-1314,-3.0,41632,45000,1399-11-20
276,خوساز,محورسازان‌ايران‌خودرو,1317,10663036,88157468950,8560,8680,8160,-400,-4.67,8270,-290,-3.39,8140,8850,1399-11-20
277,شصدف,صنعتي دوده فام,1315,52644,1523885868,27569,28947,28947,1378,5.0,27609,40,0.15,28947,28947,1399-11-20
278,تبرك,گروه كارخانجات صنعتي تبرك,1309,4952856,75110228086,15501,15440,15590,89,0.57,15165,-336,-2.17,14726,15766,1399-11-20
279,درهآور,دارويي ره آورد تامين,1307,2909159,142758116053,46738,49074,49074,2336,5.0,49072,2334,4.99,48328,49074,1399-11-20
280,خكار,ايركا پارت صنعت,1297,5853210,103553956300,18520,17760,17600,-920,-4.97,17690,-830,-4.48,17600,18490,1399-11-20
281,زبينا,كشاورزي و دامپروري بينالود,1295,2216060,73128171832,34610,34550,32880,-1730,-5.0,32999,-1611,-4.65,32880,34590,1399-11-20
282,ضسپا1102,اختيارخ خساپا-2000-1399/11/26,1283,56868,11981394000,201,258,230,29,14.43,211,10,4.98,160,284,1399-11-20
283,همراه,شركت ارتباطات سيار ايران,1277,3777288,99246514990,26290,26310,26500,210,0.8,26270,-20,-0.08,25500,26940,1399-11-20
284,خكاوه,سايپا ديزل,1267,15638118,69327439496,4402,4533,4490,88,2.0,4433,31,0.7,4270,4533,1399-11-20
285,افرا,افرانت,1227,1875087,57594113363,31822,31700,30231,-1591,-5.0,30715,-1107,-3.48,30231,32500,1399-11-20
286,پسهند,صنايع‌ لاستيكي‌  سهند,1221,3001841,124385873810,40720,41300,42750,2030,4.99,41440,720,1.77,39300,42750,1399-11-20
287,ثعمرا,عمران و توسعه شاهد,1215,7226128,87598076198,12546,12546,11919,-627,-5.0,12122,-424,-3.38,11919,13000,1399-11-20
288,غشصفا,شيرپاستوريزه‌پگاه‌اصفهان‌,1212,5683946,161323366300,28050,28150,29450,1400,4.99,28380,330,1.18,26900,29450,1399-11-20
289,وآوا,سرمايه گذاري آوا نوين,1202,9350161,72867384786,7462,7720,7835,373,5.0,7793,331,4.44,7587,7835,1399-11-20
290,ونفت,سرمايه‌گذاري‌ صنعت‌ نفت‌,1196,4178554,66363381750,15810,16600,16020,210,1.33,15880,70,0.44,15120,16600,1399-11-20
291,كپشير,پشم‌شيشه‌ايران‌,1184,5008203,170702595100,32540,34160,34160,1620,4.98,34080,1540,4.73,31070,34160,1399-11-20
292,لابسا,آبسال‌,1179,1933094,94940251000,51350,49990,48790,-2560,-4.99,49110,-2240,-4.36,48790,52000,1399-11-20
293,شاراك,پتروشيمي شازند,1178,5227704,128146112650,24210,25270,24360,150,0.62,24510,300,1.24,23810,25420,1399-11-20
294,آتيمس,صندوق س.آرمان آتيه درخشان مس-س,1177,960518,167781907448,178077,179990,173000,-5077,-2.85,174679,-3398,-1.91,161000,179990,1399-11-20
295,وبوعلي,سرمايه‌گذاري‌بوعلي‌,1177,8597117,48183194090,5570,5830,5690,120,2.15,5600,30,0.54,5480,5840,1399-11-20
296,فنورد,نوردوقطعات‌ فولادي‌,1163,505442,117401112450,243390,234000,231230,-12160,-5.0,232270,-11120,-4.57,231230,244000,1399-11-20
297,اپرداز,آتيه داده پرداز,1161,3529800,78402504230,23142,23670,21985,-1157,-5.0,22212,-930,-4.02,21985,23670,1399-11-20
298,بنيرو,نيروترانس‌,1156,3767055,61943487050,17120,16800,16270,-850,-4.96,16440,-680,-3.97,16270,17600,1399-11-20
299,وتوس,توسعه‌شهري‌توس‌گستر,1154,5722897,99859240900,18100,17600,17200,-900,-4.97,17450,-650,-3.59,17200,18100,1399-11-20
300,كمنگنز,معادن‌منگنزايران‌,1152,1076846,99958100390,91500,96070,91170,-330,-0.36,92820,1320,1.44,88000,96070,1399-11-20
301,كيان,صندوق س. با درآمد ثابت كيان,1122,25586686,693340434539,27083,27096,27098,15,0.06,27098,15,0.06,27095,27104,1399-11-20
302,ركيش,كارت اعتباري ايران كيش,1114,3882507,92671057220,24540,25030,23320,-1220,-4.97,23870,-670,-2.73,23320,25190,1399-11-20
303,سامان,بانك سامان,1105,12367186,113462943553,9445,9300,9162,-283,-3.0,9175,-270,-2.86,9162,9600,1399-11-20
304,خموتور,موتورسازان‌تراكتورسازي‌ايران‌,1102,6999755,113328690110,16900,16790,16060,-840,-4.97,16190,-710,-4.2,16060,16800,1399-11-20
305,سفانو,سيمان فارس نو,1100,2079727,77247688100,38550,38190,37150,-1400,-3.63,37140,-1410,-3.66,36630,39000,1399-11-20
306,سرود,سيمان‌شاهرود,1097,3171824,59164145820,18730,19400,18400,-330,-1.76,18650,-80,-0.43,18000,19400,1399-11-20
307,وثنو,سرمايه گذاري ساختماني نوين,1097,3972265,69494007177,17409,17900,17710,301,1.73,17495,86,0.49,16880,18000,1399-11-20
308,افق,فروشگاههاي زنجيره اي افق كوروش,1097,1126100,90971756990,80540,81490,80710,170,0.21,80770,230,0.29,79220,82350,1399-11-20
309,شرانل,نفت ايرانول,1093,2707795,100894879424,37631,37998,37120,-511,-1.36,37261,-370,-0.98,36380,38111,1399-11-20
310,شپديس,پتروشيمي پرديس,1086,2024261,191110720900,92080,96560,93500,1420,1.54,94410,2330,2.53,91000,96680,1399-11-20
311,ميدكو,هلدينگ صنايع  معدني خاورميانه,1085,5497736,170336603839,30760,31000,31000,240,0.78,30983,223,0.72,30220,31300,1399-11-20
312,سكرد,سيمان كردستان,1085,8761091,84101520470,10030,9920,9530,-500,-4.99,9600,-430,-4.29,9530,10170,1399-11-20
313,خچرخش,چرخشگر,1083,4446525,71598155480,16860,16990,16020,-840,-4.98,16100,-760,-4.51,16020,16990,1399-11-20
314,غشان,شيرپاستوريزه‌پگاه‌خراسان‌,1083,12718425,76275507200,5750,6030,6030,280,4.87,6000,250,4.35,5770,6030,1399-11-20
315,اطلس,صندوق س.توسعه اندوخته آينده-س,1083,280953,56393122570,201431,210000,199800,-1631,-0.81,200721,-710,-0.35,196001,210000,1399-11-20
316,رنيك,جنرال مكانيك,1081,2589430,53980195109,20991,21600,20960,-31,-0.15,20846,-145,-0.69,20400,21600,1399-11-20
317,دفرا,فرآورده‌هاي‌ تزريقي‌ ايران‌,1079,2724712,73553674550,27380,27630,27800,420,1.53,27000,-380,-1.39,26020,28400,1399-11-20
318,پاسا,ايران‌ياساتايرورابر,1073,9350785,237413504030,24190,25390,25390,1200,4.96,25390,1200,4.96,25310,25390,1399-11-20
319,مداران,داده‌پردازي‌ايران‌,1064,2689588,62503552940,24320,23750,23110,-1210,-4.98,23240,-1080,-4.44,23110,24290,1399-11-20
320,پارسان,گسترش نفت و گاز پارسيان,1051,6937295,127072896020,17760,18640,18210,450,2.53,18320,560,3.15,17500,18640,1399-11-20
321,واعتبار,سرمايه گذاري اعتبار ايران,1040,13488131,111982319330,8640,8900,8300,-340,-3.94,8300,-340,-3.94,8210,8900,1399-11-20
322,طلا,صندوق س.پشتوانه طلاي لوتوس,1034,746437,60977179330,77896,81010,82200,4304,5.53,81691,3795,4.87,81010,82202,1399-11-20
323,كتوكاح,ح.توليدي وخدمات صنايع نسوزتوكا,1032,4173300,110326187845,25190,26400,26449,1259,5.0,26436,1246,4.95,25430,26449,1399-11-20
324,خمهر,مهركام‌پارس‌,1029,28429843,70379395750,2580,2610,2460,-120,-4.65,2480,-100,-3.88,2460,2620,1399-11-20
325,غپاك,لبنيات‌ پاك‌,1027,5013744,76608190170,15250,15900,15340,90,0.59,15280,30,0.2,14530,15920,1399-11-20
326,فپنتا,سپنتا,1015,282916,110399786580,409980,400000,390850,-19130,-4.67,390220,-19760,-4.82,389490,409900,1399-11-20
327,پارند,صندوق س. پارند پايدار سپهر,1010,38458960,430964984046,11201,11210,11205,4,0.04,11206,5,0.04,11205,11215,1399-11-20
328,دسانكو,داروسازي سبحان انكولوژي,1008,3308340,50137524231,15779,16100,14991,-788,-4.99,15155,-624,-3.95,14991,16100,1399-11-20
329,شدوص,دوده‌ صنعتي‌ پارس‌,1004,3898069,118887834850,29090,30540,30540,1450,4.98,30500,1410,4.85,29900,30540,1399-11-20
330,وكار,بانك‌ كارآفرين‌,986,17985276,46450700860,2650,2760,2550,-100,-3.77,2590,-60,-2.26,2520,2760,1399-11-20
331,غچين,كشت‌ و صنعت‌ چين‌ چين,981,5308310,101920043210,19950,19740,18760,-1190,-5.96,19200,-750,-3.76,18760,19750,1399-11-20
332,وتوسم,سرمايه‌گذاري‌توسعه‌ملي‌,976,10093919,118632445580,11300,11860,11860,560,4.96,11750,450,3.98,11400,11860,1399-11-20
333,وحكمت,بيمه حكمت صبا,962,14423272,59520165774,4240,4320,4113,-127,-3.0,4127,-113,-2.67,4113,4320,1399-11-20
334,وسپه,سرمايه‌گذاري‌ سپه‌,954,4935380,34189046280,6870,7190,6820,-50,-0.73,6910,40,0.58,6720,7190,1399-11-20
335,قزوين,كارخانجات‌ قند قزوين‌,952,2366380,87204949010,35580,35790,37350,1770,4.97,36850,1270,3.57,34500,37350,1399-11-20
336,سرچشمه,سرمايه گذاري مس سرچشمه,948,6856170,46694348691,6680,7000,6840,160,2.4,6799,119,1.78,6600,7000,1399-11-20
337,تپولا,مهندسي مرآت پولاد,946,2176674,81009090437,36292,35208,37380,1088,3.0,37217,925,2.55,35208,37380,1399-11-20
338,قهكمت,قندهكمتان‌,941,1201622,51567946730,43840,43990,42400,-1440,-3.28,42920,-920,-2.1,41650,45790,1399-11-20
339,تسه9909,امتياز تسهيلات مسكن آذر99,936,23538,14265064610,621259,600000,604000,-17259,-2.78,606044,-15215,-2.45,590198,620000,1399-11-20
340,سمازن,سيمان‌مازندران‌,934,4219761,43882841220,10390,10750,10400,10,0.1,10400,10,0.1,10000,10780,1399-11-20
341,فمراد,آلومراد,928,454910,71959609880,164520,161000,156300,-8220,-5.0,158180,-6340,-3.85,156300,167770,1399-11-20
342,فايرا,آلومينيوم‌ايران‌,928,3079453,76396761270,23940,25050,24690,750,3.13,24810,870,3.63,24100,25130,1399-11-20
343,خلنت,لنت‌ ترمزايران‌,918,620126,59008744780,99400,101990,94430,-4970,-5.0,95160,-4240,-4.27,94430,101990,1399-11-20
344,غاذر,كشت‌وصنعت‌پياذر,917,1147849,64334910120,58050,58690,55150,-2900,-5.0,56050,-2000,-3.45,55150,59600,1399-11-20
345,تسه9908,امتياز تسهيلات مسكن آبان99,916,23823,14428999424,621881,600000,591000,-30881,-4.97,605675,-16206,-2.61,590787,619998,1399-11-20
346,لبوتان,گروه‌صنعتي‌بوتان‌,886,1158089,71243698800,64500,65500,61300,-3200,-4.96,61520,-2980,-4.62,61280,65960,1399-11-20
347,كطبس,ذغال‌سنگ‌ نگين‌ ط‌بس‌,881,880442,64898389190,76020,77840,72980,-3040,-4.0,73710,-2310,-3.04,72220,77840,1399-11-20
348,ددام,داروسازي زاگرس فارمد پارس,880,4403626,89182805120,21190,21000,20140,-1050,-4.96,20250,-940,-4.44,20140,21170,1399-11-20
349,وشهر,بانك شهر,878,17102714,106494951686,5991,6230,6200,209,3.49,6227,236,3.94,6117,6230,1399-11-20
350,وليز,ليزينگ‌ايران‌,874,8706642,61812787300,7030,7270,7150,120,1.71,7100,70,1.0,6700,7270,1399-11-20
351,كنور,توسعه معدني و صنعتي صبانور,863,1536002,68919443670,44690,44940,45850,1160,2.6,44870,180,0.4,43350,46000,1399-11-20
352,قشرين,قند شيرين خراسان,863,3587565,63860701078,17686,17500,17321,-365,-2.06,17801,115,0.65,17200,18216,1399-11-20
353,ارفع,شركت آهن و فولاد ارفع,862,12220901,143188257279,11169,11727,11727,558,5.0,11717,548,4.91,11300,11727,1399-11-20
354,ثامان,سامان‌ گستراصفهان‌,857,3606643,82412463070,23920,23740,22730,-1190,-4.97,22850,-1070,-4.47,22730,23740,1399-11-20
355,اميد,تامين سرمايه اميد,856,4395799,34652870940,8020,8210,7780,-240,-2.99,7920,-100,-1.25,7620,8220,1399-11-20
356,دشيري,شيرين دارو,855,277699,71815974964,263149,271043,257900,-5249,-1.99,258611,-4538,-1.72,255255,271043,1399-11-20
357,خكرمان,گروه اقتصادي كرمان خودرو,837,11610429,49756668923,4400,4400,4268,-132,-3.0,4286,-114,-2.59,4268,4439,1399-11-20
358,شبهرن,نفت‌ بهران‌,837,1099056,64776395170,58170,59000,58780,610,1.05,58940,770,1.32,57750,61000,1399-11-20
359,حسير,ريل سير كوثر,836,2669760,46302374874,18145,18480,17238,-907,-5.0,17351,-794,-4.38,17238,18480,1399-11-20
360,واميد,گروه مديريت سرمايه گذاري اميد,834,4806058,180069418370,37420,37880,37400,-20,-0.05,37470,50,0.13,36420,38880,1399-11-20
361,دفارا,داروسازي‌ فارابي‌,831,1279562,78179524510,59900,62850,61900,2000,3.34,61100,1200,2.0,58700,62850,1399-11-20
362,شپترو,پتروشيمي آبادان,829,14175844,62744101412,4555,4510,4419,-136,-2.99,4426,-129,-2.83,4419,4560,1399-11-20
363,شجم,صنايع پتروشيمي تخت جمشيد,825,6526893,70271970414,10833,10800,10720,-113,-1.04,10767,-66,-0.61,10509,11157,1399-11-20
364,ثمسكن,سرمايه‌گذاري‌ مسكن‌,823,9794466,46933789200,4790,4950,4870,80,1.67,4790,0,0.0,4650,4950,1399-11-20
365,فلامي,لاميران‌,821,1004297,47776587130,49910,47500,47420,-2490,-4.99,47650,-2260,-4.53,47420,49900,1399-11-20
366,وخاور,بانك خاورميانه,821,12437854,124036728850,10000,10080,9790,-210,-2.1,9970,-30,-0.3,9710,10080,1399-11-20
367,ساروج,بين المللي ساروج بوشهر,820,6502569,130532715621,20666,20047,20480,-186,-0.9,20074,-592,-2.86,20047,20665,1399-11-20
368,غشهد,شهد ايران ‌,820,11281386,73744315950,6390,6570,6700,310,4.85,6540,150,2.35,6210,6700,1399-11-20
369,بالاس,مهندسي ساختمان تاسيسات راه آهن,815,1515745,85667870910,53967,56000,56665,2698,5.0,56519,2552,4.73,55040,56665,1399-11-20
370,زكشت,كشاورزي مكانيزه اصفهان كشت,813,1763588,58796125710,32551,34178,33000,449,1.38,33339,788,2.42,31550,34178,1399-11-20
